Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Data Value,year,month
823211,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),8.7,2022,6
213782,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),11.6,2013,12
649978,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),6.5,2019,1
823487,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),5.7,2022,1
167725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),21.9,2011,12
178502,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,11.1,2010,12
177326,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,12.2,2012,12
177315,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,11.1,2012,12
669813,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,8.6,2019,12
213758,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),17.4,2013,12
650004,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),6.6,2018,12
669916,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),5.7,2020,1
334291,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),7.6,2015,1
650010,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),6.7,2018,12
333947,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,9.2,2015,6
649658,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,7.7,2019,6
823422,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,6.4,2021,12
742321,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,6.6,2020,12
173657,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,11.4,2010,6
211869,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,11.1,2013,12
173113,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,12.7,2008,12
823381,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,5.6,2022,1
742345,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401.0,Long Island City - Astoria,7.4,2020,12
410888,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,8.2,2015,12
173644,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,11.4,2010,6
173642,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,11.7,2010,6
173676,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,11.3,2011,6
742315,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,6.7,2020,12
211971,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,8.2,2014,6
174201,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,9.6,2010,12
173181,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,11.9,2010,12
173623,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,10.1,2009,6
174269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,8.3,2012,12
547552,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401.0,Long Island City - Astoria,8.4,2017,1
742317,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,6.4,2021,1
173166,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,12.5,2010,12
173608,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,10.8,2009,6
334107,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,8.7,2014,12
173610,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,10.4,2009,6
547522,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,7.3,2017,1
547528,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,7.0,2017,1
649818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,6.9,2018,12
174186,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,10.1,2010,12
174188,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,9.6,2010,12
823210,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),9.1,2022,1
605980,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),8.2,2017,12
410978,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),11.5,2015,12
649906,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),11.5,2019,1
547648,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),8.3,2017,1
742443,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),6.8,2021,1
176528,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,31.1,2008,12
176517,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,28.4,2008,12
176601,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,26.6,2010,12
602983,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),26.5,2017,12
165778,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),31.5,2008,12
603052,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),25.7,2017,12
213239,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),28.4,2013,12
643597,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),18.2,2019,1
165896,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),31.4,2010,12
166663,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),21.6,2009,6
222453,386,Ozone (O3),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,28.0,2013,6
222452,386,Ozone (O3),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,30.7,2012,6
175299,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,29.3,2009,12
667107,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,13.0,2020,6
212565,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,31.9,2013,12
175376,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,22.2,2011,12
176574,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,36.0,2009,12
667064,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,21.9,2019,12
550109,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),19.3,2017,1
167784,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),21.4,2012,12
166781,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),19.5,2011,6
166722,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),19.6,2010,6
550008,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),32.9,2016,12
602731,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,26.2,2017,12
825768,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,16.2,2022,1
825699,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,15.2,2022,1
175260,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,30.2,2008,12
165947,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),26.5,2011,12
165829,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),29.4,2009,12
667539,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),17.8,2020,6
550084,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),15.7,2017,6
667815,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),9.3,2020,6
131385,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305.0,Upper East Side,9.4,2009,1
518958,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305.0,Upper East Side,8.0,2012,1
827405,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305.0,Upper East Side,6.0,2017,1
518947,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,205.0,Sunset Park,28.0,2012,1
550086,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),26.5,2016,12
603075,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),13.0,2018,6
643636,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),20.1,2019,1
826050,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),17.5,2022,1
602992,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),21.3,2017,12
213252,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),29.3,2013,12
643558,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),24.6,2019,1
825839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),21.4,2022,1
213228,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),37.4,2013,12
643564,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),24.5,2019,1
628445,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202.0,Downtown - Heights - Slope,46.4,2015,1
178449,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,10.5,2009,12
669780,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,7.6,2019,12
178442,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,9.7,2009,12
168551,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),12.7,2010,12
169318,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),11.0,2009,6
216448,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),33.9,2011,6
412087,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),32.1,2016,6
131371,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,202.0,Downtown - Heights - Slope,40.7,2009,1
742441,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),6.7,2020,12
170251,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),9.7,2009,12
168658,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),10.3,2012,12
669893,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),7.3,2019,12
669562,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),12.6,2019,12
334196,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),13.1,2015,6
649907,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),12.5,2019,6
169354,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),12.8,2010,6
169413,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),12.3,2011,6
742510,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),6.7,2020,12
649980,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),7.1,2018,12
131323,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,202.0,Downtown - Heights - Slope,7.9,2005,1
131334,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,13.1,2005,1
131316,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,102.0,Northeast Bronx,9.0,2005,1
827426,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,102.0,Northeast Bronx,36.0,2017,1
166699,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),24.1,2010,6
166758,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),22.2,2011,6
602981,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),20.5,2018,1
165770,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),33.2,2008,12
518796,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,105.0,Crotona -Tremont,20.8,2012,1
131537,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,403.0,Flushing - Clearview,11.3,2009,1
131511,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,105.0,Crotona -Tremont,25.1,2009,1
131527,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,303.0,East Harlem,29.2,2009,1
131518,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,205.0,Sunset Park,12.5,2009,1
518814,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,305.0,Upper East Side,8.4,2012,1
628553,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,303.0,East Harlem,20.3,2015,1
212688,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,12.6,2013,12
649669,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,6.7,2019,1
605671,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,8.2,2017,12
177833,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,13.7,2010,6
177831,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,12.3,2010,6
177820,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,12.0,2010,6
177815,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,12.6,2010,6
130401,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,105.0,Crotona -Tremont,16.9,2013,1
130408,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,205.0,Sunset Park,0.1,2013,1
742170,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,6.6,2021,1
169487,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),10.4,2012,6
605987,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),7.3,2018,1
823494,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),7.1,2021,12
411019,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),8.0,2015,12
742487,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),8.6,2021,6
823169,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),7.5,2021,12
605909,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),9.5,2018,1
628542,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,203.0,Bedford Stuyvesant - Crown Heights,12.4,2015,1
518803,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,205.0,Sunset Park,9.4,2012,1
518794,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,103.0,Fordham - Bronx Pk,17.1,2012,1
175932,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,19.5,2010,6
741173,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),14.3,2021,6
166840,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),17.9,2012,6
166899,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),17.7,2013,6
175436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,29.9,2012,12
176559,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,26.5,2009,12
650941,386,Ozone (O3),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,27.1,2019,6
338173,386,Ozone (O3),Mean,ppb,UHF42,102.0,Northeast Bronx,29.9,2015,6
176594,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,21.1,2010,12
212417,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,15.4,2014,6
643419,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,20.3,2018,12
667255,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,14.4,2020,1
336548,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,19.0,2015,6
412484,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,25.7,2015,12
167666,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),24.2,2010,12
336734,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),29.7,2015,6
643634,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),11.6,2019,6
213416,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),18.8,2014,6
167548,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),25.6,2008,12
667543,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),26.3,2020,1
167525,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),29.7,2008,12
167643,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),26.8,2010,12
167607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),24.0,2009,12
334195,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),12.3,2015,1
649908,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),13.5,2018,12
170321,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),10.3,2010,12
213970,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),9.0,2014,6
547717,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),7.6,2017,1
169295,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),11.6,2009,6
170416,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),10.1,2012,12
178484,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,10.5,2010,12
178418,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,11.6,2008,12
178506,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,13.3,2010,12
333999,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,8.5,2014,12
178593,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,10.2,2012,12
212810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,8.0,2014,6
178414,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,9.9,2008,12
649710,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,6.9,2018,12
212831,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,7.4,2014,6
334060,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,7.9,2015,1
669730,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,5.8,2020,1
178425,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,12.1,2008,12
178509,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,11.4,2010,12
649701,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206.0,Borough Park,6.9,2018,12
179645,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,12.6,2008,12
742242,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,7.8,2021,1
178594,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,11.1,2012,12
742245,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,7.6,2021,1
823158,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),7.5,2022,6
213767,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),13.2,2013,12
823159,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),6.5,2022,1
740886,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,20.0,2021,1
336483,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,28.7,2014,12
740976,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310.0,Lower Manhattan,21.5,2021,1
175359,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,35.5,2010,12
179430,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,31.0,2010,12
336526,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206.0,Borough Park,19.7,2015,1
825846,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),16.4,2022,6
643356,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206.0,Borough Park,21.8,2018,12
178411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206.0,Borough Park,10.3,2008,12
333988,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206.0,Borough Park,8.4,2015,1
178488,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,11.4,2010,12
178415,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,9.6,2008,12
649930,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),7.7,2019,1
168419,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),14.2,2008,12
166890,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307.0,Sunset Park (CD7),17.0,2013,6
166831,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307.0,Sunset Park (CD7),17.2,2012,6
826075,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),15.7,2021,12
167557,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),22.7,2008,12
667118,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,25.5,2019,12
643349,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,12.0,2019,6
412015,386,Ozone (O3),Mean,ppb,UHF42,304.0,Upper West Side,30.5,2016,6
412004,386,Ozone (O3),Mean,ppb,UHF42,204.0,East New York,34.3,2016,6
411993,386,Ozone (O3),Mean,ppb,Borough,5.0,Staten Island,35.1,2016,6
167716,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307.0,Sunset Park (CD7),21.2,2011,12
826016,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),12.1,2022,6
742194,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,6.5,2021,1
606059,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),6.1,2018,1
170182,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),11.5,2008,12
170300,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),11.1,2010,12
213949,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),9.0,2014,6
334004,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,10.2,2015,6
649757,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,7.3,2019,6
151626,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,41.2,2005,1
154615,643,Annual vehicle miles traveled,Million miles,per square mile,CD,414.0,Rockaway and Broad Channel (CD14),13.8,2005,1
154608,643,Annual vehicle miles traveled,Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),38.1,2005,1
