,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Data Value,year,month
5584,628522,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410.0,Rockaways,39.0,2015,1
5585,518660,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206.0,Borough Park,2.6,2012,1
5586,629025,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206.0,Borough Park,1.6,2015,1
5587,629028,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,1.4,2015,1
5588,518664,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,5.7,2012,1
5589,173096,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204.0,East New York,13.5,2008,12
5590,605797,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,8.2,2017,12
5591,172100,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,16.1,2009,6
5592,172746,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,16.4,2012,12
5593,336711,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,21.8,2014,12
5594,549980,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,15.5,2017,1
5595,741114,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,14.8,2021,1
5596,172081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209.0,Bensonhurst - Bay Ridge,19.0,2009,6
5597,222632,386,Ozone (O3),Mean,ppb,UHF42,501.0,Port Richmond,31.1,2012,6
5598,222633,386,Ozone (O3),Mean,ppb,UHF42,501.0,Port Richmond,28.8,2013,6
5599,743719,386,Ozone (O3),Mean,ppb,UHF42,201.0,Greenpoint,27.8,2021,6
5600,165831,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),27.0,2009,12
5601,213610,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),19.6,2013,12
5602,603039,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312.0,Borough Park (CD12),13.0,2018,6
5603,603087,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),11.3,2018,6
5604,550146,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),24.5,2016,12
5605,667839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),9.4,2020,6
5606,549455,386,Ozone (O3),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),31.7,2017,6
5607,605342,386,Ozone (O3),Mean,ppb,CD,312.0,Borough Park (CD12),30.3,2018,6
5608,743598,386,Ozone (O3),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),32.4,2021,6
5609,216407,386,Ozone (O3),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),36.0,2012,6
5610,602787,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,16.4,2018,6
5611,670979,386,Ozone (O3),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,28.5,2020,6
5612,122016,386,Ozone (O3),Mean,ppb,UHF42,301.0,Washington Heights,25.9,2009,6
5613,549345,386,Ozone (O3),Mean,ppb,UHF42,301.0,Washington Heights,26.9,2017,6
5614,670961,386,Ozone (O3),Mean,ppb,UHF42,301.0,Washington Heights,28.8,2020,6
5615,211872,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,12.7,2013,12
5616,173120,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,11.8,2008,12
5617,211889,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,11.8,2013,12
5618,605884,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,7.9,2017,12
5619,649882,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,6.1,2019,1
5620,823360,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,5.4,2022,1
5621,742415,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),8.9,2021,6
5622,605958,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),8.3,2018,6
5623,669873,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),7.1,2020,6
5624,669909,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),6.8,2020,6
5625,826010,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),13.7,2022,6
5626,549420,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),27.2,2017,6
5627,549450,386,Ozone (O3),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),30.3,2017,6
5628,605323,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),29.7,2018,6
5629,670886,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),29.7,2020,6
5630,605335,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),32.0,2018,6
5631,336838,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),20.1,2015,1
5632,667753,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),16.8,2020,1
5633,336733,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),32.9,2015,1
5634,216307,386,Ozone (O3),Mean,ppb,CD,105.0,Midtown (CD5),21.8,2014,6
5635,216451,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),32.3,2014,6
5636,216517,386,Ozone (O3),Mean,ppb,CD,316.0,Brownsville (CD16),31.2,2014,6
5637,216379,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),29.7,2014,6
5638,211779,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,19.2,2013,12
5639,602898,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,11.8,2018,6
5640,216305,386,Ozone (O3),Mean,ppb,CD,105.0,Midtown (CD5),22.5,2012,6
5641,222454,386,Ozone (O3),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,29.3,2014,6
5642,222412,386,Ozone (O3),Mean,ppb,UHF42,102.0,Northeast Bronx,31.5,2014,6
5643,222544,386,Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,24.6,2014,6
5644,650987,386,Ozone (O3),Mean,ppb,UHF34,407.0,Southwest Queens,33.3,2019,6
5645,171705,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,25.9,2012,12
5646,643475,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,12.8,2019,6
5647,171569,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,30.5,2008,12
5648,799838,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,306.0,Chelsea - Clinton,1.7,2014,1
5649,315646,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,202.0,Downtown - Heights - Slope,2.2,2011,1
5650,799823,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,202.0,Downtown - Heights - Slope,1.6,2014,1
5651,130752,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,302.0,Central Harlem - Morningside Heights,4.2,2005,1
5652,799816,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,102.0,Northeast Bronx,1.5,2014,1
5653,799834,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,302.0,Central Harlem - Morningside Heights,1.7,2014,1
5654,827442,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406.0,Fresh Meadows,34.0,2017,1
5657,216449,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),34.4,2012,6
5658,216450,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),31.9,2013,6
5659,216377,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),32.9,2012,6
5660,216378,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),29.7,2013,6
5661,743603,386,Ozone (O3),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),29.7,2021,6
5662,336648,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,25.7,2014,12
5663,172092,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,18.6,2009,6
5664,549956,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,18.0,2017,1
5665,222542,386,Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,26.0,2012,6
5666,121648,386,Ozone (O3),Mean,ppb,CD,105.0,Midtown (CD5),17.8,2009,6
5667,671119,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),29.6,2020,6
5668,602706,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,13.1,2018,6
5669,175292,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,22.7,2009,12
5670,605249,386,Ozone (O3),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,28.4,2018,6
5671,549346,386,Ozone (O3),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,26.5,2017,6
5672,670956,386,Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,27.8,2020,6
5673,670960,386,Ozone (O3),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,29.5,2020,6
5674,549350,386,Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,23.4,2017,6
5675,605253,386,Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,24.8,2018,6
5676,518681,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,406.0,Fresh Meadows,3.3,2012,1
5677,669894,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),6.9,2020,6
5678,823226,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406.0,Fresh Meadows,6.3,2022,6
5679,669927,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),7.0,2020,6
5680,742478,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),8.3,2021,6
5681,212085,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407.0,Southwest Queens,8.4,2013,12
5682,547563,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407.0,Southwest Queens,8.4,2017,6
5683,212072,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,9.0,2013,12
5684,605820,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,8.3,2018,6
5685,547524,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,8.9,2017,6
5686,410980,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),11.3,2015,12
5687,742532,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),8.8,2021,6
5688,823166,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),7.2,2021,12
5689,169502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),10.5,2012,6
5690,649840,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303.0,East Harlem,7.1,2019,1
5691,173107,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304.0,Upper West Side,14.7,2008,12
5692,547546,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303.0,East Harlem,8.1,2017,1
5693,173617,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304.0,Upper West Side,12.1,2009,6
5694,179820,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,409.0,Southeast Queens,0.0,2015,1
5695,179724,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,409.0,Southeast Queens,8.1,2015,1
5698,179849,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,310.0,Lower Manhattan,1.2,2015,1
5699,178562,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,7.4,2011,12
5700,823310,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,7.1,2022,6
5701,606066,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502.0,South Beach and Willowbrook (CD2),7.6,2018,6
5702,547604,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),9.2,2016,12
5703,547545,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303.0,East Harlem,10.1,2017,6
5704,547547,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303.0,East Harlem,8.5,2016,12
5705,173209,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304.0,Upper West Side,10.8,2011,12
5706,173208,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303.0,East Harlem,10.5,2011,12
5707,212079,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303.0,East Harlem,9.8,2013,12
5708,547557,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403.0,Flushing - Clearview,8.9,2017,6
5709,669647,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403.0,Flushing - Clearview,7.1,2020,6
5710,605811,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204.0,East New York,8.4,2018,6
5711,669689,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204.0,East New York,6.9,2020,6
5712,173193,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,9.9,2011,12
5713,212064,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,9.2,2013,12
5714,547500,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,9.4,2017,6
5715,173197,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,9.5,2011,12
5716,173130,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204.0,East New York,10.2,2009,12
5717,169456,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),12.3,2012,6
5718,169515,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),12.2,2013,6
5719,605894,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),9.0,2018,1
5720,606020,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),7.4,2018,1
5721,823527,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),7.1,2021,12
5722,742434,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),7.3,2021,1
5723,547410,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,8.5,2017,6
5724,169305,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),11.0,2009,6
5725,547678,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),7.6,2017,1
5726,547354,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1.0,Bronx,7.7,2017,1
5727,649649,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1.0,Bronx,8.0,2019,6
5728,333971,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,10.4,2015,6
5729,742235,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,10.1,2021,6
5730,605651,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,7.2,2018,1
5731,168498,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),9.9,2009,12
5732,168616,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),9.4,2011,12
5733,214123,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),10.0,2013,12
5734,605940,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),9.1,2018,6
5735,168455,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),10.4,2009,12
5736,168573,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),10.3,2011,12
5737,214110,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),10.3,2013,12
5738,547605,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),10.1,2017,6
5739,602745,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,9.1,2018,6
5740,549864,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,24.9,2016,12
5741,165897,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),30.6,2010,12
5742,166664,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),21.2,2009,6
5743,741246,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),16.5,2021,1
5744,336846,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318.0,Flatlands and Canarsie (CD18),23.2,2014,12
5745,167771,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),22.8,2012,12
5746,166650,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),23.8,2009,6
5747,550070,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),20.6,2017,1
5748,166626,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),28.3,2009,6
5749,336804,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),25.8,2014,12
5750,211390,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1.0,Bronx,19.8,2013,12
5751,175381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,25.2,2011,12
5752,667095,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,14.3,2020,6
5753,122004,386,Ozone (O3),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,27.7,2009,6
5754,549333,386,Ozone (O3),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,29.4,2017,6
5755,670954,386,Ozone (O3),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,28.5,2020,6
5756,643520,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,13.0,2019,6
5757,216611,386,Ozone (O3),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),40.4,2012,6
5758,222592,386,Ozone (O3),Mean,ppb,UHF42,404.0,Bayside - Little Neck,32.3,2014,6
5759,222424,386,Ozone (O3),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,31.9,2014,6
5760,222532,386,Ozone (O3),Mean,ppb,UHF42,304.0,Upper West Side,27.4,2014,6
5761,743709,386,Ozone (O3),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,29.3,2021,6
5762,338239,386,Ozone (O3),Mean,ppb,UHF34,409.0,Southeast Queens,32.5,2015,6
5763,650989,386,Ozone (O3),Mean,ppb,UHF34,409.0,Southeast Queens,33.4,2019,6
5764,602854,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,25.8,2017,12
5765,211560,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,27.7,2013,12
5766,799836,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,304.0,Upper West Side,1.6,2014,1
5767,315655,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,211.0,Williamsburg - Bushwick,2.1,2011,1
5773,628436,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,5.0,Staten Island,33.1,2015,1
5775,216462,386,Ozone (O3),Mean,ppb,CD,307.0,Sunset Park (CD7),29.6,2013,6
5776,216504,386,Ozone (O3),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),30.8,2013,6
5777,216503,386,Ozone (O3),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),33.5,2012,6
5778,216570,386,Ozone (O3),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),31.5,2013,6
5779,549911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,18.9,2017,1
5780,741111,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,14.3,2021,1
5781,222591,386,Ozone (O3),Mean,ppb,UHF42,404.0,Bayside - Little Neck,30.8,2013,6
5782,222464,386,Ozone (O3),Mean,ppb,UHF42,204.0,East New York,34.0,2012,6
5783,222465,386,Ozone (O3),Mean,ppb,UHF42,204.0,East New York,31.5,2013,6
5784,667701,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307.0,Sunset Park (CD7),11.9,2020,6
5785,667743,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),10.3,2020,6
5786,603045,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),11.7,2018,6
5787,671117,386,Ozone (O3),Mean,ppb,CD,307.0,Sunset Park (CD7),28.9,2020,6
5788,216569,386,Ozone (O3),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),34.5,2012,6
5789,743619,386,Ozone (O3),Mean,ppb,CD,307.0,Sunset Park (CD7),28.9,2021,6
5790,179287,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,17.9,2011,12
5791,602796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,11.7,2018,6
5792,667245,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,8.7,2020,6
5793,122019,386,Ozone (O3),Mean,ppb,UHF42,304.0,Upper West Side,24.4,2009,6
5794,122015,386,Ozone (O3),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,26.7,2009,6
5795,628506,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304.0,Upper West Side,23.2,2015,1
5796,628484,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5.0,Staten Island,20.8,2015,1
5797,628526,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,504.0,South Beach - Tottenville,9.2,2015,1
5798,518669,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304.0,Upper West Side,3.1,2012,1
5799,629034,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304.0,Upper West Side,1.5,2015,1
5800,518665,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,211.0,Williamsburg - Bushwick,12.9,2012,1
5801,211866,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,12.6,2013,12
5802,823429,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,6.2,2022,1
5803,605815,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,9.3,2017,12
5804,411022,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),7.8,2015,12
5805,547519,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,8.1,2017,1
5806,179765,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,5.0,Staten Island,2.7,2015,1
5807,179738,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,211.0,Williamsburg - Bushwick,27.8,2015,1
5808,179861,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,5.0,Staten Island,0.0,2015,1
5809,178528,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,9.2,2011,12
5810,823232,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,6.4,2022,6
5811,823328,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,5.8,2022,6
5812,669921,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314.0,Flatbush and Midwood (CD14),6.7,2020,6
5813,606006,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314.0,Flatbush and Midwood (CD14),8.2,2018,6
5814,605865,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,8.1,2018,6
5815,173148,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,8.9,2009,12
5816,547569,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,8.4,2017,6
5817,411058,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),8.5,2015,12
5818,518651,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,10.5,2012,1
5819,670912,386,Ozone (O3),Mean,ppb,UHF34,409.0,Southeast Queens,30.0,2020,6
5820,549852,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403.0,Flushing - Clearview,25.5,2016,12
5821,212574,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,20.0,2013,12
5822,670959,386,Ozone (O3),Mean,ppb,UHF42,303.0,East Harlem,30.2,2020,6
5823,670947,386,Ozone (O3),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,30.2,2020,6
5825,628507,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305.0,Upper East Side,6.6,2015,1
5826,628515,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403.0,Flushing - Clearview,7.9,2015,1
